Id,CompanyName,Address,Address2,City,State,Zip,Phone,Fax,Email,Contact,SalesRepName,PriceList,Discount,PaymentTerms
308131,SIMCOE DOLLAR STOP,2351786 ONTARIO INC,"150 WEST STREET, UNIT 127-131",SIMCOE,ON,N3Y 5C1,519-426-1786,519-426-1786,dollarstop007@hotmail.com,MUDASSAR IQBAL,DUANE GIRARDIN,DISCOUNT20CAD,20,PD30-CQ.ADVANCE
308174,HAY RIVER HOME HARDWARE #5134 - 4,6268 NWT LTD,70 INDUSTRIAL DRIVE,HAY RIVER,NT,X0E 0R6,867-874-6722,867-874-2266,melissa.hrhh@northwestel.net,MELISSA HOFMANN,DUANE GIRARDIN,DISCOUNT15CAD,15,CREDIT CARD
308195,KENNEDY ROAD TABERNACLE,141 KENNEDY ROAD NORTH,,BRAMPTON,ON,L6V 1X9,905-459-1971,,stephanie@krt.org,STEPHANIE KELLYMAN,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
308295,HOME HARDWARE & CCY GENERAL / STORE,31 HWY 644,PO BOX 269,POINTE AU BARIL,ON,P0G 1K0,705-366-211,705-366-2401,helenpark520@gmail.com,HELEN PARK,DUANE GIRARDIN,DISCOUNT15CAD,15,ADVANCE PAYMENT
308303,AUSTICA INC.,67 TOBA CRESCENT,,BRAMPTON,ON,L6Z 4R7,647-470-5169,905-956-1071,austicainc@gmail.com,INDERPREET KAUR,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
308305,GG'S CORNER & GIFT / GG'S ACE HARDWARE,PO BOX 280,,MOOSE FACTORY,ON,P0L 1W0,705-658-4591,705-658-4326,rob@ggscorner.com,ROB FARIES,DUANE GIRARDIN,DISCOUNT10CAD,10,NET 30
308330,FRANKS GENERALS STORE -MAKKOVIC,57 HUMBER ROAD,,CORNERBROOK,NL,A2H 1E7,709-634-3297,709-634-4520,patty.dicker@djgrouplabrador.com,PATTY DICKER,DUANE GIRARDIN,DISCOUNT10CAD,10,CREDIT CARD
308331,HAGERSVILLE DISCOUNT STORE,2558719 ONTARIO INC,"2 MAIN STREET NORTH, PO BOX 867",HAGERSVILLE,ON,N0A 1H0,905-768-4744,905-768-4744,discountstore03@hotmail.com,ASJED NAZIA,DUANE GIRARDIN,DISCOUNT20CAD,20,PD30-CQ.ADVANCE
308372,FRANKS GENERAL STORE- NAIN,57 HUMBER ROAD,,CORNERBROOK,NL,A2H 1E7,709-634-3297,709-634-4520,patty.dicker@djgrouplabrador.com,PATTY DICKER,DUANE GIRARDIN,DISCOUNT10CAD,10,CREDIT CARD
308390,FINE FOODS MARKET /1001119914 ONTARIO INC,"711 BAY STREET, SUITE D",,TORONTO,ON,M5G 2J8,416-977-0704,416-602-1966,711finefoods@gmail.com,YUSUF OZLEVI,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
308409,BIG RIDGE FOODS / 41526 MANITOBA LTD,620 CENTENNIAL STREET,,WINKLER,MB,R6W 1J4,204-325-4753,204-325-8756,ajknelsen@gmail.com,JAKE KNELSON,DUANE GIRARDIN,DISCOUNT18CAD,18,Post Dated Cheque 30 on receipt
308438,DOLLAR POWER - BOVAIRD,2590909 ONTARIO INC,380 BOVAIRD DRIVE EAST,BRAMPTON,ON,L6Z 2S8,905-230-5553,416-725-6187,alokbhardwaj21@yahoo.ca,Vic,DUANE GIRARDIN,DISCOUNT24CAD,24,Post Dated Cheque 30 on receipt
308447,BARGAIN CLUB INC,"2625C WESTON ROAD, UNIT 21",,TORONTO,ON,M9N 3V8,416-249-0425,647-436-6801,mp@bargainclubs.net,MUKESH PRUTH,DUANE GIRARDIN,DISCOUNT24CAD,24,PD30-CQ.ADVANCE
308448,LOONEY TOONEY CLUB,SETHI BAHI GROUP INC,8 JULIAN DRIVE,BRAMPTON,ON,L6P 0L2,416-249-0428,647-436-6801,premjagga@hotmail.com,PREM JAGGA,DUANE GIRARDIN,DISCOUNT24CAD,24,PD30-CQ.ADVANCE
308488,HIAWATHA FIRST NATION / HFN,THE OLD RAILROAD STOP,341 HIAWATHA LINE,KEENE,ON,K9J 0E6,705-295-7148,705-295-4055,orrsmanager@hiawathafn.ca,JD ,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
308501,ACE HARDWARE - SWAN RIVER # 71637,10026126 MANITOBA LTD,"121 - 5TH AVENUE SOUTH, PO BOX 1270",SWAN RIVER,MB,R0L 1Z0,204-734-3224,204-734-4941,aceswanriver@gmail.com,Harshal,DUANE GIRARDIN,DISCOUNT10CAD,10,CREDIT CARD
308517,FOXBORO FOODLAND,ART PARLIAMENT FOODS LTD,54 FRANKFORD ROAD,FOXBORO,ON,K0K 2B0,613-968-5721,613-968-3275,ryan.parliament@sobeys.com,RYAN PARLIAMENT,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
308531,MIKY'S LIQUIDATION / 9156283 CANADA INC,"615 BOWES ROAD, UNIT 4",,CONCORD,ON,L4K 1J5,416-871-3508,416-871-3508,msaftu@hotmail.com,MOZES SAFTU,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
308599,FRANKS GENERALS STORE - HOPEDALE,57 HUMBER ROAD,,CORNERBROOK,NL,A2H 1E7,709-634-3297,709-634-4520,patty.dicker@djgrouplabrador.com,PATTY DICKER,DUANE GIRARDIN,DISCOUNT10CAD,10,CREDIT CARD
308796,WESTWAY DOLLAR AND UP,2627282 ONTARIO LTD,415 THE WESTWAY,ETOBICOKE,ON,M9R 1H5,647-355-4006,,amritsahota13@gmail.com,AMRIT SAHOTA,DUANE GIRARDIN,DISCOUNT20CAD,20,ADVANCE PAYMENT
308823,VODDEN FOODLAND 3244,CANDICO FOODMARKETS LTD.,456 VODDEN ST. EAST,BRAMPTON,ON,L6S 5Y7,905-453-3100,,nehmat.haidari@sobeys.com,NEHMAT HAIDARI,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
308862,99 CENT DEPOT- FLEMINGTON PARK,A AN S CANADA INC,"747 DON MILLS ROAD, UNIT 31",TORONTO,ON,M3C 1T2,416-423-1722,416-423-1722,asmalarefa07@gmail.com,AREFA ASMAL,DUANE GIRARDIN,DISCOUNT24CAD,24,PENDING
308945,FISHER BRANCH HEALTH CENTER,BOX 543,23 TACHE STREET,FISHER BRANCH,MB,R0C 0Z0,204-372-8402,,karen.abas001@gmail.com,KAREN ABAS,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
309069,DOLLAR POWER EGLINTON,DOLLAR SHOWCASE INC,640 EGLINTON AVE WEST,MISSISSAUGA,ON,L5R 3V2,905-755-0707,,dollarshowcaseinc@gmail.com,RAJDEEP SINGH,DUANE GIRARDIN,DISCOUNT24CAD,24,PENDING
309081,THE GARDEN CENTRE GROUP CO-OP,THE GREEN SPOT,5025 ORBITOR DRIVE BUILDING 1 SUITE 104,MISSISSAUGA,ON,L4W 4Y5,204-727-5884,,retail@greenspotbrandon.com,Bernie,DUANE GIRARDIN,DISCOUNT20CAD,20,2% 15 NET 45
309113,DEPANNEUR BELLECOURT,2846-9203 QUEBEC INC,101 CHEMIN NETAGAMIOU,CHEVERY,QC,G0G 1G0,418-787-2281,,depbellecourt@hotmail.com,JULIE CHISLETT,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
309129,BOBCAYGEON FOODLAND,1815643 ONTARIO LTD,62 BOLTON STREET,BOBCAYGEON,ON,K0M 1A0,705-738-2282,705-738-2320,fld33448bobcaygeon@sobeys.com,Jessica Young,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309159,M. KOOSTACHIN AND SONS,PO BOX 256,,ATTAWAPISKAT,ON,P0L 1A0,705-997-2113,705-997-2366,mks.generalstore@yahoo.ca,SYLVIA KOOSTACHIN-METATAWABIN,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
309197,CA AM UNITED HARDWARE LTD.,160 AUGUSTA,,TORONTO,ON,M5T 2L5,416-598-8195,416-596-8098,caam.united@gmail.com,JENNY SO,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
309216,MILLBROOK FOODLAND 3248,HELM FOODS & ASSOCIATES,6 CENTRE STREET,MILLBROOK,ON,L0A 1G0,705-932-2139,705-932-2333,joshua.helm@sobeys.com,JOSHUA HELM,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309307,OMEMEE FOODLAND #3255,RDLCHASE1955 INC,31 KING STREET EAST,OMEMEE,ON,K0L 2W0,705-799-5211,705-799-7883,rob.longhurst@sobeys.com,ROBERT LONGHURST,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309322,DOLLAR POWER - SCARBOROUGH,2717977 ONTARIO INC,4465 KINGSTON ROAD,SCARBOROUGH,ON,M1E 2N7,416-599-0786,,imran.manju@yahoo.ca,IMRAN MANJU,DUANE GIRARDIN,DISCOUNT24CAD,24,Post Dated Cheque 30 on receipt
309326,HOWARD PHARMACY,FOUR BROTHERS PHARMACY INC,25 HOWARD STREET,TORONTO,ON,M4X 1J6,416-515-1515,416-515-1516,howardpharmacy25@gmail.com,YOUSSEF MOUSSA,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
309327,CENTURY CITY PHARMACY,HOLY THEOTOKOS PHARMA INC,"5025 HEATHERLEIGH AVE, UNIT 6",MISSISSAUGA,ON,L5V 2Y7,905-507-8870,905-507-8820,centurycitypharmacy@gmail.com,MARY KHALIL,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
309331,NORTHWEST HOME HARDWARE,"ALLIANCE INTERNATIONAL, LLC.",34 HENRY STREET WEST,ST.JACOBS,ON,N0B 2N0,905-458-5959,905-458-8712,nick.genua@homehardware.ca,NICK GENUA & JANICE BERARO,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
309333,ROBINSON HOME HARDWARE - BARRIE,"ALLIANCE INTERNATIONAL, LLC.",34 HENRY STREET WEST,ST. JACOBS,ON,N0B 2N0,705-728-2431,,marcus.bromenshenkel@homehardware.ca,MARCUS BROMENSHENKEL,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
309420,ABC DOLLAR STORE,ANBINH CORPORATION,849 JANE STREET,TORONTO,ON,M6N 4C4,647-466-6868,,abcdollarstore1@gmail.com,CHANH TIN NGUYEN,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
309429,SAVE-ON SUPPLIES INC,"3136 MAVIS ROAD, UNIT 205",,MISSISSAUGA,ON,L5C 1T9,905-803-8888,,info@saveon.supplies,NADER AWADALLA,DUANE GIRARDIN,DISCOUNT20CAD,20,ADVANCE PAYMENT
309438,RED LAKE IGA/MACDEN HOLDINGS LTD,BOX 826,,RED LAKE,ON,P0V 2M0,807-727-2855,807-727-3451,warren.lumgair@sobeys.com,WARREN LUMGAIR,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309439,DOLLO'S FOODLAND #6413,DOLLO'S BROS FOOD MARKET,P.O. BOX 330 / 12325 HWY 35,MINDEN,ON,K0M 2K0,705-286-1121,705-286-1653,jeffbabineau@gmail.com,JEFF BABINEAU,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309459,ORILLIA HOME HARDWARE BUILDING CENTRE,5 KING STREET AT WEST STREET,,ORILLIA,ON,L3V 1R2,705-326-7371,705-325-7007,kirk.mclean@hhbcorillia.ca,KIRK MCLEAN,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
309469,REGEN BRAMPTON,REGENERATION OUTREACH COMMUNITY,156 MAIN STREET NORTH,BRAMPTON,ON,L6V 1N9,416-803-1410,,ted@regenbrampton.com,Ted,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309480,M&D SHEPPARD PHARMACY,GOBRIAL INC,2-872 SHEPPARD AVE WEST,TORONTO,ON,M3H 5V5,416-633-6800,416-633-6805,concou1@yahoo.ca,HANY GOBRIAL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309488,SUPER THRIFTY-MEDICAL CTR PHAR-BRANDON,WEST-MAN MEDICAL CENTRE PHARMACY,146 - 6TH STREET,BRANDON,MB,R7A 3N2,204-727-8451,204-727-3471,medicalcentre@superthrifty.com,ROB JASKA,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
309505,HASTY MARKET #387,2614554 ONTARIO INC,475 CHAROLAIS BLVD #2,BRAMPTON,ON,L6Y 0M2,647-537-7578,,hastymarket387@outlook.com,Arpit,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309513,DEALS FOR DAYS,2020 DEALS FOR DAYS,11 MAIN STREET,LUNDAR,MB,R0C 1Y0,204-739-3099,,misdesj@gmail.com,MISTY DESJARLAIS,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
309525,G&L VARIETY,1138901 ONTARIO INC,83 FRONT STREET,HORNEPAYNE,ON,P0M 1Z0,807-868-2494,,k-wood20@live.ca,Kerry,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309530,CASH IN A FLASH,10025181MB LTD,"BOX 115, 8 ART AVENUE",POWERVIEW,MB,R0E 1P0,204-367-4537,,cashinaflashpowerview@outlook.com,Adam Pepin,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
309555,MIMI'S CONVENIENCE,1686 DANFORTH,,TORONTO,ON,M4C 1H8,416-778-8104,416-778-8104,shsup78@naver.com,Mike,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309656,MOUNT ALBERT FOODLAND,2619906 ONTARIO LTD,19263 HWY #48,MOUNT ALBERT,ON,L0G 1M0,905-473-7406,,crystal.smith@sobeys.com,CRYSTAL SMITH,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309673,LOONIE TWOONS DISCOUNTS STORE / 4950012 MANITOB,4950012 MANITOBA LTD,UNIT #1 - 513 - 8TH STREET,BRANDON,MB,R7A 3X8,204-728-9909,204-725-1730,loonietwoons@wcgwave.ca,Rita,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
309674,SUPER THRIFTY PHARMACY HHP,"3000 VICTORIA AVE, UNIT A",,BRANDON,MB,R7B 3Y3,204-727-2483,204-725-3664,judy.newman@superthrifty.com,JUDY NEWMAN,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
309676,MATTAWA FOODLAND #3293,CANDICO FOODMARKET,327 MAIN STREET,MATTAWA,ON,P0H 1V0,705-744-2228,705-744-6699,shelley.wickens@sobeys.com,SHELLEY WICKENS,DUANE GIRARDIN,DISCOUNT20CAD,20,ADVANCE PAYMENT
309683,1 HR ALBION DIGITAL PHOTO,2025359 ONTARIO INC,1530 ALBION ROAD,ETOBICOKE,ON,M9V 1B4,416-745-7559,416-745-7559,aldiphoto@hotmail.com,KAUSHIK PATEL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309690,FOOD 4 LESS PLUS,2744227 ONTARIO INC,2125 - 16TH AVENUE EAST,OWEN SOUND,ON,N4K 5N3,416-951-6914,,joefiorillo7@gmail.com,JOE FIORILLO,DUANE GIRARDIN,DISCOUNT24CAD,24,NET 30
309720,ROB'S PLACE,BOX 295,,BINSCARTH,MB,R0J 0G0,204-532-2067,,hd22cook@gmail.com,HEATHER BARRETT,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
309874,TULIP HOME & KITCHEN,CURE INVESTMENT INC,176 OAKDALE ROAD,NORTH YORK,ON,M3N 1S5,416-743-7676,,tuliphomeandkitchen@gmail.com,MUSTAFA CURE,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310033,DOLLAR LAND,SAINT MINA & SAINT MARINA INC,"3890 EGLINTON AVE WEST, Unit 49 & 50",MISSISSAUGA,ON,L5M 2R9,647-290-1640,,bastanahed@gmail.com,NAHED BASTA,DUANE GIRARDIN,DISCOUNT20CAD,20,Post Dated Cheque 30 on receipt
310050,ROSSBURN DEPARTMENT STORE/1296828 BC LTD,29 MAIN STREET,PO BOX 524,ROSSBURN,MB,R0J 1V0,204-859-3056,,jong0702@hotmail.com,JOHN & Andy,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
310079,S AND A VARIETY STORE INC,55 TURQUOISE CRES,,BRAMPTON,ON,L6P 2R3,905-915-1797,,bibishameza@hotmail.com,BIBI MCCOON,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310121,CALEDON EAST FOODLAND,MG FOODS INC,15771 AIRPORT ROAD,CALEDON EAST,ON,L7C 1K2,905-584-9677,905-584-2945,matthew.geiser@sobeys.com,MATTHEW GEISER,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310133,PORT ROWAN DOLLAR STOP,2351786 ONTARIO INC,1049 BAY STREET,PORT ROWAN,ON,N0E 1M0,519-586-3636,,dollarstop007@hotmail.com,MUDASSAR IQBAL,DUANE GIRARDIN,DISCOUNT20CAD,20,PD30-CQ.ADVANCE
310134,GLENCOE DOLLAR STOP,2351786 ONTARIO INC,246 MAIN STREET,GLENCOE,ON,N0L 1M0,519-287-2243,,dollarstop007@hotmail.com,MUDASSAR IQBAL ,DUANE GIRARDIN,DISCOUNT20CAD,20,PD30-CQ.ADVANCE
310146,SUPER THRIFTY PHARMACY-CARBERRY,SUPER THRIFTY DRUGS CANADA LTD,"381 PARK AVENUE EAST, UNIT F",BRANDON,MB,R7A 7A5,204-728-1522,,jackie.burton@superthrifty.com,JACKIE BURTON,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310211,STEDMANS/1000206688 ONTARIO INC,303 MAIN STREET,PO BOX 1420,GERALDTON,ON,P0T 1M0,807-854-0161,807-854-0322,stedmansgeraldton@gmail.com,Shawn,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310217,HUMANITI INTERNATIONAL,155 COMMERCE VALLEY DRIVE EAST,,MARKHAM,ON,L3T 7T2,905-415-9800,,firaaz@wearehumaniti.org,M. FIRAAZ AZLEZ,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310289,COUNTY GATE PHARMACY,COUNTY GATE PHARMACY INC,21936 LOYALIST PKWY,CARRYING PLACE,ON,K0K 1L0,613-392-0001,613-392-0003,countygatepharmacy@gmail.com,JAMES MATHEW,DUANE GIRARDIN,NOGROUPCAD,0,PENDING
310329,DOLLAR SHIP,1000156463 ONTARIO INC,323 COXWELL AVE,TORONTO,ON,M4L 3B5,647-774-7140,,dollarcayuga@gmail.com,CHAUDHRY ALI,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
310333,BALA FRESHMART - LUKSA GROCERY,LUKSA GROCERY INC,1003 MILL STREET P.O. BOX 233,BALA,ON,P0C 1A0,705-762-1254,705-762-1194,info@balafreshmart.ca,CALEB LUKSA,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310336,THE BEACHES DOLLAR AND MORE,1512983 ONTARIO INCORPORATED,1948 QUEEN STREET EAST,TORONTO,ON,M4L 1H6,647-617-4221,,thebeachesdollar@gmail.com,SUMAIR NASIM,DUANE GIRARDIN,DISCOUNT15CAD,15,ADVANCE PAYMENT
310337,SUPER THRIFTY CLINIC PHARMACY - BRANDON,SUPER THRIFTY DRUGS CANADA LTD,"381 PARK AVENUE EAST, UNIT F",BRANDON,MB,R7A 7A5,204-728-1522,204-727-8680,lori.senkbeil@superthrifty.com,LORI SENKBEIL,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310371,DOLLAR EXPRESS PLUS,RAY-MAN CANADA CORPORATION,1912 WESTON ROAD,TORONTO,ON,M9W 1W2,416-244-3885,,dollarexpressplus@hotmail.com,AYAZ SYED,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
310430,NORTHERN LIGHTS DOLLAR STORE AND MORE,KESAV INTERNATIONAL INC,"333 EDWARDS AVENUE, PO BOX 2435",THE PAS,MB,R9A 1M2,204-623-5376,204-623-5377,kesavinternationalinc@gmail.com,AKSHAY PATEL,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
310441,DOLLAR HEAVEN DISCOUNTS,"7007 ISLINGTON AVE, #23",,WOODBRIGE,ON,L4L 4T5,906-605-8646,,gasiffo@rogers.com,GEORGE ASIFFO,DUANE GIRARDIN,DISCOUNT20CAD,20,ADVANCE PAYMENT
310469,WESTFORT FOODS INC,111 FREDERICA STREET EAST,,THUNDER BAY,ON,P7E 3V4,807-623-4220,807-624-0950,wffoods@tbaytel.net,ROBERT VAN DYK,DUANE GIRARDIN,DISCOUNT15CAD,15,Pre-Auth Card
310470,NIPIGON ESSO/JASVI TRUCKING LTD,536 HWY 11/17,P.O. BOX 638,NIPIGON,ON,P0T 2J0,1-807-887-1700,,jasvitrucking@gmail.com,HARPAL BRAR,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310494,EXCLUSIVE DOLLAR STORE,"521 BAYFIELD STREET, UNIT 103",,BARRIE,ON,L4M 4Z9,647-983-4321,,exclusivedollarstore@gmail.com,Sachin Kumar Rathi,DUANE GIRARDIN,DISCOUNT20CAD,20,Post Dated Cheque 30 on receipt
310554,TRI-TOWN FURNITURE WAREHOUSE,55 REGINA STREET SOUTH,,NEW LISKEARD,ON,P0J 1P0,705-647-4008,,pierre@ttfw.store,PIERRE DESPRES,DUANE GIRARDIN,DISCOUNT18CAD,18,ADVANCE PAYMENT
310558,DOLLAR POWER PLUS - JANE/FINCH,15394155 CANADA INC,1911 FINCH AVE WEST,TORONTO,ON,M3N 2V2,416-398-0786,,dollarpowerjanefinch@yahoo.com,Trupti,DUANE GIRARDIN,DISCOUNT24CAD,24,Post Dated Cheque 30 on receipt
310565,DOLLAR MAHAL PLUS CONVENIENCE,1000598193 ONTARIO INC,UNIT 2 - 120 ERINGATE DRIVE,ETOBICOKE,ON,M9C 3Z8,416-620-5697,,dollarmahal2023@gmail.com,NIKUNJ PATEL & Prince,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
310575,PORT PERRY FOODLAND,SIMCCO FOODS LTD,278 QUEEN STREET,PORT PERRY,ON,L9L 1B9,905-985-2159,,fld6838portperry@sobeys.com,DARRYL SIM,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310582,FAMILY PLUS CONVENIENCE STORE,1000542615 ONTARIO INC,160 GUELPH STREET,GEORGETOWN,ON,L7G 4A6,905-702-0425,,familyplusconvenience@gmail.com,VIKAS JINDAL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310587,STONEWALL PHARMACY,10136336 MANITOBA LTD,BOX 340,STONEWALL,MB,R0C 2Z0,204-467-8287,204-467-5320,debbiet@stonewallpharmacy.com,Debbie Thompson,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310592,EMO FEEDS / EMO FEED SERVICE LTD,21 CANNING LANE,P.O. BOX 26,EMO,ON,P0W 1E0,807-482-2017,807-482-2017,sabine@emofeeds.com,SABINE SAWATZKY,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310593,ROSE HOME HARDWARE,ROSE RETAIL LTD,7 TRENT ST. NORTH,FRANKFORD,ON,K0K 2C0,613-398-6618,,arorarose@bellnet.ca,ARORA ROSE,DUANE GIRARDIN,DISCOUNT15CAD,15,ADVANCE PAYMENT
310595,PEGUIS HOME HARDWARE,ALLIANCE INTERNATIONAL LLC.,34 HENRY STREET WEST,ST. JACOBS,ON,N0B 2N0,519-664-4944,204-372-6364,kevinmccorrister@hotmail.com,KEVIN McCORRISTER,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
310601,ABC DISCOUNT STORE,VINHTIN DISTRIBUTOR INC,2393 FINCH AVENUE WEST,TORONTO,ON,M9M 2W8,437-868-1818,,abcdiscount1@gmail.com,CHANH QUANG VINH NGUYEN,DUANE GIRARDIN,DISCOUNT20CAD,20,ADVANCE PAYMENT
310609,VILLAGE SQUARE PHARMASAVE,2375121 ONTARIO LIMITED,"2 POYNTZ STREET, UNIT 101",PENETANGUISHENE,ON,L9M 1M2,705-549-3141,,christine.floro@robpharm.ca,CHRISTINE FLORO,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310636,DALSEG'S TRADING POST,DALSEG'S TRADING POST (2002) LTD,1624B HWY 71,NESTOR FALLS,ON,P0X 1K0,807-484-2172,807-484-2589,finefoods@nwonet.net,SHAWNA ANDERSON,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310637,DOLLAR POWER HAMILTON,1570061 CANADA INC,"505 RYMAL ROAD EAST, UNIT #3",HAMILTON,ON,L8W 3X1,905-574-0786,,dollarpowerhamilton@yahoo.com,Sohel,DUANE GIRARDIN,DISCOUNT24CAD,24,Post Dated Cheque 30 on receipt
310657,BERSCHEID MEATS / VJ BERSCHEID LTD,PO BOX 629,195 PTH 10N,THE PAS,MB,R9A 1K7,204-613-3930,204-623-1512,jim@berscheids.ca,JIM BERSCHEID,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310692,MISTISSINI ATAAWAAUKAMIKW INC,152 AMISK STREET,,MISTISSINI,QC,G0W 1C0,418-923-3898,418-923-2900,jeffspencer@eskan.ca,JEFF SPENCER,DUANE GIRARDIN,DISCOUNT10CAD,10,Post Dated Cheque 30 on receipt
310696,BURFORD MARKET/1000822118,1000822118 ONTARIO INC,118 KING STREET,BURFORD,ON,N0E 1A0,226-922-7773,,michaeljaird@outlook.com,MICHAEL AIRD,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
310724,SWAN RIVER DOLLAR STORE & MORE,MAHANT INTERNATIONAL INC,"110TH, 5TH AVE NORTH",SWAN RIVER,MB,R0L 1Z0,204-595-9904,,swanriverds@gmail.com,AKSHAY PATEL,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
310725,STROUD FOODLAND,8056 YONGE STREET UNIT 17,,INNISFIL,ON,L9S 1L6,705-436-3580,,krista.hubbard@sobeys.com,KRISTA HUBBARD,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310730,CASTLE BUILDING CENTRES-MAADA'OOZHGAMIG,"100 MILVERTON DRIVE, UNIT#400",,MISSISSAUGA,ON,L5R 4H1,807-887-3636,,marlo@maada.ca,MARLO BEAUCAGE,DUANE GIRARDIN,DISCOUNT15CAD,15,2% E.O.M.F.
310740,COBOCONK FOODLAND #3362,1000620966,6708 HIGHWAY #35,COBOCONK,ON,K0M 1K0,705-454-1414,,alicia.ceglie@sobeys.com,ALICIA CEGLIE,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310742,LEELA SUPERMARKET,2645430 ONTARIO CORPORATION,9-263 QUEEN STREET EAST,BRAMPTON,ON,L6W 4K6,905-453-3522,,thinusha2985@yahoo.com,THINUJA SATKUNANATHAN,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
310750,WILLIAMS AND SCOTT HARDWARE LTD,47 4TH AVENUE,BOX 580,ENGLEHART,ON,P0J 1H0,705-544-2002,,williamsandscotthardware@outlook.com,BRIDGET FOSS,DUANE GIRARDIN,DISCOUNT10CAD,10,NET 30
310761,ALIX STORE/ALIX ENT LTD,BUILDING 29 P.O. BOX 123,,BERENS RIVER,MB,R0B 0A0,204-382-2341,,alixstore@live.com,DENNIS ALIX,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310763,EVANS CONVENIENCE,14094522 CANADA INC,21 PARK BLVD,ETOBICOKE,ON,M8W 1G4,416-251-2568,,alekhya.anv@gmail.com,VELANGANI GORLI,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
